age,gender,point,events
14,M,14,"[{'Freestyle': [{'distance': 50, 'time': '00:25,75'}, {'distance': 100, 'time': '00:56,53'}, {'distance': 200, 'time': '02:03,76'}, {'distance': 400, 'time': '04:24,32'}, {'distance': 800, 'time': '09:09,69'}, {'distance': 1500, 'time': '17:26,14'}], 'Breaststroke': [{'distance': 50, 'time': '00:32,09'}, {'distance': 100, 'time': '01:10,34'}, {'distance': 200, 'time': '02:33,15'}], 'Butterfly': [{'distance': 50, 'time': '00:27,48'}, {'distance': 100, 'time': '01:01,15'}, {'distance': 200, 'time': '02:16,97'}], 'Backstroke': [{'distance': 50, 'time': '00:29,51'}, {'distance': 100, 'time': '01:03,38'}, {'distance': 200, 'time': '02:17,85'}], 'Medley': [{'distance': 200, 'time': '02:19,29'}, {'distance': 400, 'time': '04:56,93'}]}]"
14,M,13,"[{'Freestyle': [{'distance': 50, 'time': '00:26,11'}, {'distance': 100, 'time': '00:57,33'}, {'distance': 200, 'time': '02:05,51'}, {'distance': 400, 'time': '04:28,06'}, {'distance': 800, 'time': '09:17,47'}, {'distance': 1500, 'time': '17:40,94'}], 'Breaststroke': [{'distance': 50, 'time': '00:32,54'}, {'distance': 100, 'time': '01:11,34'}, {'distance': 200, 'time': '02:35,32'}], 'Butterfly': [{'distance': 50, 'time': '00:27,86'}, {'distance': 100, 'time': '01:02,02'}, {'distance': 200, 'time': '02:18,91'}], 'Backstroke': [{'distance': 50, 'time': '00:29,93'}, {'distance': 100, 'time': '01:04,27'}, {'distance': 200, 'time': '02:19,80'}], 'Medley': [{'distance': 200, 'time': '02:21,27'}, {'distance': 400, 'time': '05:01,13'}]}]"
14,M,12,"[{'Freestyle': [{'distance': 50, 'time': '00:26,48'}, {'distance': 100, 'time': '00:58,13'}, {'distance': 200, 'time': '02:07,26'}, {'distance': 400, 'time': '04:31,80'}, {'distance': 800, 'time': '09:25,25'}, {'distance': 1500, 'time': '17:55,74'}], 'Breaststroke': [{'distance': 50, 'time': '00:32,99'}, {'distance': 100, 'time': '01:12,33'}, {'distance': 200, 'time': '02:37,48'}], 'Butterfly': [{'distance': 50, 'time': '00:28,25'}, {'distance': 100, 'time': '01:02,88'}, {'distance': 200, 'time': '02:20,85'}], 'Backstroke': [{'distance': 50, 'time': '00:30,35'}, {'distance': 100, 'time': '01:05,17'}, {'distance': 200, 'time': '02:21,75'}], 'Medley': [{'distance': 200, 'time': '02:23,24'}, {'distance': 400, 'time': '05:05,33'}]}]"
14,M,11,"[{'Freestyle': [{'distance': 50, 'time': '00:26,84'}, {'distance': 100, 'time': '00:58,93'}, {'distance': 200, 'time': '02:09,01'}, {'distance': 400, 'time': '04:35,54'}, {'distance': 800, 'time': '09:33,03'}, {'distance': 1500, 'time': '18:10,55'}], 'Breaststroke': [{'distance': 50, 'time': '00:33,45'}, {'distance': 100, 'time': '01:13,33'}, {'distance': 200, 'time': '02:39,65'}], 'Butterfly': [{'distance': 50, 'time': '00:28,64'}, {'distance': 100, 'time': '01:03,75'}, {'distance': 200, 'time': '02:22,79'}], 'Backstroke': [{'distance': 50, 'time': '00:30,76'}, {'distance': 100, 'time': '01:06,07'}, {'distance': 200, 'time': '02:23,71'}], 'Medley': [{'distance': 200, 'time': '02:25,21'}, {'distance': 400, 'time': '05:09,53'}]}]"
14,M,10,"[{'Freestyle': [{'distance': 50, 'time': '00:27,20'}, {'distance': 100, 'time': '00:59,73'}, {'distance': 200, 'time': '02:10,76'}, {'distance': 400, 'time': '04:39,28'}, {'distance': 800, 'time': '09:40,81'}, {'distance': 1500, 'time': '18:25,35'}], 'Breaststroke': [{'distance': 50, 'time': '00:33,90'}, {'distance': 100, 'time': '01:14,32'}, {'distance': 200, 'time': '02:41,82'}], 'Butterfly': [{'distance': 50, 'time': '00:29,03'}, {'distance': 100, 'time': '01:04,61'}, {'distance': 200, 'time': '02:24,73'}], 'Backstroke': [{'distance': 50, 'time': '00:31,18'}, {'distance': 100, 'time': '01:06,96'}, {'distance': 200, 'time': '02:25,66'}], 'Medley': [{'distance': 200, 'time': '02:27,18'}, {'distance': 400, 'time': '05:13,73'}]}]"
14,M,9,"[{'Freestyle': [{'distance': 50, 'time': '00:27,57'}, {'distance': 100, 'time': '01:00,53'}, {'distance': 200, 'time': '02:12,51'}, {'distance': 400, 'time': '04:43,02'}, {'distance': 800, 'time': '09:48,59'}, {'distance': 1500, 'time': '18:40,15'}], 'Breaststroke': [{'distance': 50, 'time': '00:34,36'}, {'distance': 100, 'time': '01:15,32'}, {'distance': 200, 'time': '02:43,98'}], 'Butterfly': [{'distance': 50, 'time': '00:29,42'}, {'distance': 100, 'time': '01:05,48'}, {'distance': 200, 'time': '02:26,66'}], 'Backstroke': [{'distance': 50, 'time': '00:31,60'}, {'distance': 100, 'time': '01:07,86'}, {'distance': 200, 'time': '02:27,61'}], 'Medley': [{'distance': 200, 'time': '02:29,15'}, {'distance': 400, 'time': '05:17,94'}]}]"
14,M,8,"[{'Freestyle': [{'distance': 50, 'time': '00:27,93'}, {'distance': 100, 'time': '01:01,33'}, {'distance': 200, 'time': '02:14,26'}, {'distance': 400, 'time': '04:46,76'}, {'distance': 800, 'time': '09:56,37'}, {'distance': 1500, 'time': '18:54,96'}], 'Breaststroke': [{'distance': 50, 'time': '00:34,81'}, {'distance': 100, 'time': '01:16,31'}, {'distance': 200, 'time': '02:46,15'}], 'Butterfly': [{'distance': 50, 'time': '00:29,81'}, {'distance': 100, 'time': '01:06,34'}, {'distance': 200, 'time': '02:28,60'}], 'Backstroke': [{'distance': 50, 'time': '00:32,02'}, {'distance': 100, 'time': '01:08,76'}, {'distance': 200, 'time': '02:29,56'}], 'Medley': [{'distance': 200, 'time': '02:31,12'}, {'distance': 400, 'time': '05:22,14'}]}]"
14,M,7,"[{'Freestyle': [{'distance': 50, 'time': '00:28,30'}, {'distance': 100, 'time': '01:02,13'}, {'distance': 200, 'time': '02:16,01'}, {'distance': 400, 'time': '04:50,50'}, {'distance': 800, 'time': '10:04,15'}, {'distance': 1500, 'time': '19:09,76'}], 'Breaststroke': [{'distance': 50, 'time': '00:35,26'}, {'distance': 100, 'time': '01:17,31'}, {'distance': 200, 'time': '02:48,32'}], 'Butterfly': [{'distance': 50, 'time': '00:30,20'}, {'distance': 100, 'time': '01:07,21'}, {'distance': 200, 'time': '02:30,54'}], 'Backstroke': [{'distance': 50, 'time': '00:32,43'}, {'distance': 100, 'time': '01:09,66'}, {'distance': 200, 'time': '02:31,51'}], 'Medley': [{'distance': 200, 'time': '02:33,09'}, {'distance': 400, 'time': '05:26,34'}]}]"
14,M,6,"[{'Freestyle': [{'distance': 50, 'time': '00:28,66'}, {'distance': 100, 'time': '01:02,93'}, {'distance': 200, 'time': '02:17,76'}, {'distance': 400, 'time': '04:54,24'}, {'distance': 800, 'time': '10:11,92'}, {'distance': 1500, 'time': '19:24,57'}], 'Breaststroke': [{'distance': 50, 'time': '00:35,72'}, {'distance': 100, 'time': '01:18,30'}, {'distance': 200, 'time': '02:50,49'}], 'Butterfly': [{'distance': 50, 'time': '00:30,59'}, {'distance': 100, 'time': '01:08,07'}, {'distance': 200, 'time': '02:32,48'}], 'Backstroke': [{'distance': 50, 'time': '00:32,85'}, {'distance': 100, 'time': '01:10,55'}, {'distance': 200, 'time': '02:33,46'}], 'Medley': [{'distance': 200, 'time': '02:35,06'}, {'distance': 400, 'time': '05:30,54'}]}]"
14,M,5,"[{'Freestyle': [{'distance': 50, 'time': '00:29,03'}, {'distance': 100, 'time': '01:03,73'}, {'distance': 200, 'time': '02:19,52'}, {'distance': 400, 'time': '04:57,99'}, {'distance': 800, 'time': '10:19,70'}, {'distance': 1500, 'time': '19:39,37'}], 'Breaststroke': [{'distance': 50, 'time': '00:36,17'}, {'distance': 100, 'time': '01:19,30'}, {'distance': 200, 'time': '02:52,65'}], 'Butterfly': [{'distance': 50, 'time': '00:30,97'}, {'distance': 100, 'time': '01:08,94'}, {'distance': 200, 'time': '02:34,42'}], 'Backstroke': [{'distance': 50, 'time': '00:33,27'}, {'distance': 100, 'time': '01:11,45'}, {'distance': 200, 'time': '02:35,41'}], 'Medley': [{'distance': 200, 'time': '02:37,03'}, {'distance': 400, 'time': '05:34,74'}]}]"
14,M,4,"[{'Freestyle': [{'distance': 50, 'time': '00:29,39'}, {'distance': 100, 'time': '01:04,53'}, {'distance': 200, 'time': '02:21,27'}, {'distance': 400, 'time': '05:01,73'}, {'distance': 800, 'time': '10:27,48'}, {'distance': 1500, 'time': '19:54,17'}], 'Breaststroke': [{'distance': 50, 'time': '00:36,63'}, {'distance': 100, 'time': '01:20,30'}, {'distance': 200, 'time': '02:54,82'}], 'Butterfly': [{'distance': 50, 'time': '00:31,36'}, {'distance': 100, 'time': '01:09,80'}, {'distance': 200, 'time': '02:36,36'}], 'Backstroke': [{'distance': 50, 'time': '00:33,69'}, {'distance': 100, 'time': '01:12,35'}, {'distance': 200, 'time': '02:37,36'}], 'Medley': [{'distance': 200, 'time': '02:39,01'}, {'distance': 400, 'time': '05:38,95'}]}]"
14,M,3,"[{'Freestyle': [{'distance': 50, 'time': '00:29,76'}, {'distance': 100, 'time': '01:05,33'}, {'distance': 200, 'time': '02:23,02'}, {'distance': 400, 'time': '05:05,47'}, {'distance': 800, 'time': '10:35,26'}, {'distance': 1500, 'time': '20:08,98'}], 'Breaststroke': [{'distance': 50, 'time': '00:37,08'}, {'distance': 100, 'time': '01:21,29'}, {'distance': 200, 'time': '02:56,99'}], 'Butterfly': [{'distance': 50, 'time': '00:31,75'}, {'distance': 100, 'time': '01:10,67'}, {'distance': 200, 'time': '02:38,29'}], 'Backstroke': [{'distance': 50, 'time': '00:34,10'}, {'distance': 100, 'time': '01:13,24'}, {'distance': 200, 'time': '02:39,31'}], 'Medley': [{'distance': 200, 'time': '02:40,98'}, {'distance': 400, 'time': '05:43,15'}]}]"
14,M,2,"[{'Freestyle': [{'distance': 50, 'time': '00:30,12'}, {'distance': 100, 'time': '01:06,13'}, {'distance': 200, 'time': '02:24,77'}, {'distance': 400, 'time': '05:09,21'}, {'distance': 800, 'time': '10:43,04'}, {'distance': 1500, 'time': '20:23,78'}], 'Breaststroke': [{'distance': 50, 'time': '00:37,53'}, {'distance': 100, 'time': '01:22,29'}, {'distance': 200, 'time': '02:59,16'}], 'Butterfly': [{'distance': 50, 'time': '00:32,14'}, {'distance': 100, 'time': '01:11,54'}, {'distance': 200, 'time': '02:40,23'}], 'Backstroke': [{'distance': 50, 'time': '00:34,52'}, {'distance': 100, 'time': '01:14,14'}, {'distance': 200, 'time': '02:41,26'}], 'Medley': [{'distance': 200, 'time': '02:42,95'}, {'distance': 400, 'time': '05:47,35'}]}]"
14,M,1,"[{'Freestyle': [{'distance': 50, 'time': '00:30,48'}, {'distance': 100, 'time': '01:06,93'}, {'distance': 200, 'time': '02:26,52'}, {'distance': 400, 'time': '05:12,95'}, {'distance': 800, 'time': '10:50,82'}, {'distance': 1500, 'time': '20:38,58'}], 'Breaststroke': [{'distance': 50, 'time': '00:37,99'}, {'distance': 100, 'time': '01:23,28'}, {'distance': 200, 'time': '03:01,32'}], 'Butterfly': [{'distance': 50, 'time': '00:32,53'}, {'distance': 100, 'time': '01:12,40'}, {'distance': 200, 'time': '02:42,17'}], 'Backstroke': [{'distance': 50, 'time': '00:34,94'}, {'distance': 100, 'time': '01:15,04'}, {'distance': 200, 'time': '02:43,21'}], 'Medley': [{'distance': 200, 'time': '02:44,92'}, {'distance': 400, 'time': '05:51,55'}]}]"
15,M,20,"[{'Freestyle': [{'distance': 50, 'time': '00:22,94'}, {'distance': 100, 'time': '00:50,20'}, {'distance': 200, 'time': '01:49,62'}, {'distance': 400, 'time': '03:54,32'}, {'distance': 800, 'time': '08:14,44'}, {'distance': 1500, 'time': '15:34,59'}], 'Breaststroke': [{'distance': 50, 'time': '00:28,83'}, {'distance': 100, 'time': '01:03,26'}, {'distance': 200, 'time': '02:18,31'}], 'Butterfly': [{'distance': 50, 'time': '00:24,53'}, {'distance': 100, 'time': '00:54,03'}, {'distance': 200, 'time': '02:01,41'}], 'Backstroke': [{'distance': 50, 'time': '00:26,19'}, {'distance': 100, 'time': '00:56,45'}, {'distance': 200, 'time': '02:02,77'}], 'Medley': [{'distance': 200, 'time': '02:03,43'}, {'distance': 400, 'time': '04:24,94'}]}]"
15,M,19,"[{'Freestyle': [{'distance': 50, 'time': '00:23,30'}, {'distance': 100, 'time': '00:50,97'}, {'distance': 200, 'time': '01:51,31'}, {'distance': 400, 'time': '03:57,95'}, {'distance': 800, 'time': '08:22,08'}, {'distance': 1500, 'time': '15:49,04'}], 'Breaststroke': [{'distance': 50, 'time': '00:29,27'}, {'distance': 100, 'time': '01:04,24'}, {'distance': 200, 'time': '02:20,45'}], 'Butterfly': [{'distance': 50, 'time': '00:24,91'}, {'distance': 100, 'time': '00:54,86'}, {'distance': 200, 'time': '02:03,28'}], 'Backstroke': [{'distance': 50, 'time': '00:26,59'}, {'distance': 100, 'time': '00:57,33'}, {'distance': 200, 'time': '02:04,67'}], 'Medley': [{'distance': 200, 'time': '02:05,34'}, {'distance': 400, 'time': '04:29,03'}]}]"
15,M,18,"[{'Freestyle': [{'distance': 50, 'time': '00:23,65'}, {'distance': 100, 'time': '00:51,75'}, {'distance': 200, 'time': '01:53,01'}, {'distance': 400, 'time': '04:01,57'}, {'distance': 800, 'time': '08:29,73'}, {'distance': 1500, 'time': '16:03,49'}], 'Breaststroke': [{'distance': 50, 'time': '00:29,72'}, {'distance': 100, 'time': '01:05,22'}, {'distance': 200, 'time': '02:22,59'}], 'Butterfly': [{'distance': 50, 'time': '00:25,29'}, {'distance': 100, 'time': '00:55,70'}, {'distance': 200, 'time': '02:05,16'}], 'Backstroke': [{'distance': 50, 'time': '00:27,00'}, {'distance': 100, 'time': '00:58,20'}, {'distance': 200, 'time': '02:06,57'}], 'Medley': [{'distance': 200, 'time': '02:07,25'}, {'distance': 400, 'time': '04:33,13'}]}]"
15,M,17,"[{'Freestyle': [{'distance': 50, 'time': '00:24,00'}, {'distance': 100, 'time': '00:52,53'}, {'distance': 200, 'time': '01:54,71'}, {'distance': 400, 'time': '04:05,19'}, {'distance': 800, 'time': '08:37,38'}, {'distance': 1500, 'time': '16:17,94'}], 'Breaststroke': [{'distance': 50, 'time': '00:30,17'}, {'distance': 100, 'time': '01:06,20'}, {'distance': 200, 'time': '02:24,73'}], 'Butterfly': [{'distance': 50, 'time': '00:25,67'}, {'distance': 100, 'time': '00:56,54'}, {'distance': 200, 'time': '02:07,04'}], 'Backstroke': [{'distance': 50, 'time': '00:27,41'}, {'distance': 100, 'time': '00:59,07'}, {'distance': 200, 'time': '02:08,47'}], 'Medley': [{'distance': 200, 'time': '02:09,16'}, {'distance': 400, 'time': '04:37,23'}]}]"
15,M,16,"[{'Freestyle': [{'distance': 50, 'time': '00:24,36'}, {'distance': 100, 'time': '00:53,30'}, {'distance': 200, 'time': '01:56,40'}, {'distance': 400, 'time': '04:08,82'}, {'distance': 800, 'time': '08:45,02'}, {'distance': 1500, 'time': '16:32,39'}], 'Breaststroke': [{'distance': 50, 'time': '00:30,61'}, {'distance': 100, 'time': '01:07,18'}, {'distance': 200, 'time': '02:26,87'}], 'Butterfly': [{'distance': 50, 'time': '00:26,05'}, {'distance': 100, 'time': '00:57,37'}, {'distance': 200, 'time': '02:08,91'}], 'Backstroke': [{'distance': 50, 'time': '00:27,81'}, {'distance': 100, 'time': '00:59,95'}, {'distance': 200, 'time': '02:10,37'}], 'Medley': [{'distance': 200, 'time': '02:11,07'}, {'distance': 400, 'time': '04:41,32'}]}]"
15,M,15,"[{'Freestyle': [{'distance': 50, 'time': '00:24,71'}, {'distance': 100, 'time': '00:54,08'}, {'distance': 200, 'time': '01:58,10'}, {'distance': 400, 'time': '04:12,44'}, {'distance': 800, 'time': '08:52,67'}, {'distance': 1500, 'time': '16:46,85'}], 'Breaststroke': [{'distance': 50, 'time': '00:31,06'}, {'distance': 100, 'time': '01:08,15'}, {'distance': 200, 'time': '02:29,01'}], 'Butterfly': [{'distance': 50, 'time': '00:26,43'}, {'distance': 100, 'time': '00:58,21'}, {'distance': 200, 'time': '02:10,79'}], 'Backstroke': [{'distance': 50, 'time': '00:28,21'}, {'distance': 100, 'time': '01:00,82'}, {'distance': 200, 'time': '02:12,27'}], 'Medley': [{'distance': 200, 'time': '02:12,98'}, {'distance': 400, 'time': '04:45,42'}]}]"
15,M,14,"[{'Freestyle': [{'distance': 50, 'time': '00:25,07'}, {'distance': 100, 'time': '00:54,86'}, {'distance': 200, 'time': '01:59,79'}, {'distance': 400, 'time': '04:16,06'}, {'distance': 800, 'time': '09:00,31'}, {'distance': 1500, 'time': '17:01,30'}], 'Breaststroke': [{'distance': 50, 'time': '00:31,50'}, {'distance': 100, 'time': '01:09,13'}, {'distance': 200, 'time': '02:31,15'}], 'Butterfly': [{'distance': 50, 'time': '00:26,81'}, {'distance': 100, 'time': '00:59,04'}, {'distance': 200, 'time': '02:12,67'}], 'Backstroke': [{'distance': 50, 'time': '00:28,62'}, {'distance': 100, 'time': '01:01,69'}, {'distance': 200, 'time': '02:14,16'}], 'Medley': [{'distance': 200, 'time': '02:14,88'}, {'distance': 400, 'time': '04:49,52'}]}]"
15,M,13,"[{'Freestyle': [{'distance': 50, 'time': '00:25,42'}, {'distance': 100, 'time': '00:55,63'}, {'distance': 200, 'time': '02:01,49'}, {'distance': 400, 'time': '04:19,69'}, {'distance': 800, 'time': '09:07,96'}, {'distance': 1500, 'time': '17:15,75'}], 'Breaststroke': [{'distance': 50, 'time': '00:31,95'}, {'distance': 100, 'time': '01:10,11'}, {'distance': 200, 'time': '02:33,28'}], 'Butterfly': [{'distance': 50, 'time': '00:27,19'}, {'distance': 100, 'time': '00:59,88'}, {'distance': 200, 'time': '02:14,55'}], 'Backstroke': [{'distance': 50, 'time': '00:29,02'}, {'distance': 100, 'time': '01:02,57'}, {'distance': 200, 'time': '02:16,06'}], 'Medley': [{'distance': 200, 'time': '02:16,79'}, {'distance': 400, 'time': '04:53,61'}]}]"
15,M,12,"[{'Freestyle': [{'distance': 50, 'time': '00:25,78'}, {'distance': 100, 'time': '00:56,41'}, {'distance': 200, 'time': '02:03,18'}, {'distance': 400, 'time': '04:23,31'}, {'distance': 800, 'time': '09:15,61'}, {'distance': 1500, 'time': '17:30,20'}], 'Breaststroke': [{'distance': 50, 'time': '00:32,39'}, {'distance': 100, 'time': '01:11,09'}, {'distance': 200, 'time': '02:35,42'}], 'Butterfly': [{'distance': 50, 'time': '00:27,57'}, {'distance': 100, 'time': '01:00,71'}, {'distance': 200, 'time': '02:16,42'}], 'Backstroke': [{'distance': 50, 'time': '00:29,43'}, {'distance': 100, 'time': '01:03,44'}, {'distance': 200, 'time': '02:17,96'}], 'Medley': [{'distance': 200, 'time': '02:18,70'}, {'distance': 400, 'time': '04:57,71'}]}]"
15,M,11,"[{'Freestyle': [{'distance': 50, 'time': '00:26,13'}, {'distance': 100, 'time': '00:57,18'}, {'distance': 200, 'time': '02:04,88'}, {'distance': 400, 'time': '04:26,93'}, {'distance': 800, 'time': '09:23,25'}, {'distance': 1500, 'time': '17:44,66'}], 'Breaststroke': [{'distance': 50, 'time': '00:32,84'}, {'distance': 100, 'time': '01:12,07'}, {'distance': 200, 'time': '02:37,56'}], 'Butterfly': [{'distance': 50, 'time': '00:27,95'}, {'distance': 100, 'time': '01:01,55'}, {'distance': 200, 'time': '02:18,30'}], 'Backstroke': [{'distance': 50, 'time': '00:29,84'}, {'distance': 100, 'time': '01:04,31'}, {'distance': 200, 'time': '02:19,86'}], 'Medley': [{'distance': 200, 'time': '02:20,61'}, {'distance': 400, 'time': '05:01,81'}]}]"
15,M,10,"[{'Freestyle': [{'distance': 50, 'time': '00:26,49'}, {'distance': 100, 'time': '00:57,96'}, {'distance': 200, 'time': '02:06,57'}, {'distance': 400, 'time': '04:30,56'}, {'distance': 800, 'time': '09:30,90'}, {'distance': 1500, 'time': '17:59,11'}], 'Breaststroke': [{'distance': 50, 'time': '00:33,29'}, {'distance': 100, 'time': '01:13,05'}, {'distance': 200, 'time': '02:39,70'}], 'Butterfly': [{'distance': 50, 'time': '00:28,32'}, {'distance': 100, 'time': '01:02,38'}, {'distance': 200, 'time': '02:20,18'}], 'Backstroke': [{'distance': 50, 'time': '00:30,24'}, {'distance': 100, 'time': '01:05,18'}, {'distance': 200, 'time': '02:21,76'}], 'Medley': [{'distance': 200, 'time': '02:22,52'}, {'distance': 400, 'time': '05:05,91'}]}]"
15,M,9,"[{'Freestyle': [{'distance': 50, 'time': '00:26,84'}, {'distance': 100, 'time': '00:58,74'}, {'distance': 200, 'time': '02:08,27'}, {'distance': 400, 'time': '04:34,18'}, {'distance': 800, 'time': '09:38,54'}, {'distance': 1500, 'time': '18:13,56'}], 'Breaststroke': [{'distance': 50, 'time': '00:33,73'}, {'distance': 100, 'time': '01:14,02'}, {'distance': 200, 'time': '02:41,84'}], 'Butterfly': [{'distance': 50, 'time': '00:28,70'}, {'distance': 100, 'time': '01:03,22'}, {'distance': 200, 'time': '02:22,06'}], 'Backstroke': [{'distance': 50, 'time': '00:30,65'}, {'distance': 100, 'time': '01:06,06'}, {'distance': 200, 'time': '02:23,66'}], 'Medley': [{'distance': 200, 'time': '02:24,43'}, {'distance': 400, 'time': '05:10,00'}]}]"
15,M,8,"[{'Freestyle': [{'distance': 50, 'time': '00:27,20'}, {'distance': 100, 'time': '00:59,51'}, {'distance': 200, 'time': '02:09,96'}, {'distance': 400, 'time': '04:37,81'}, {'distance': 800, 'time': '09:46,19'}, {'distance': 1500, 'time': '18:28,01'}], 'Breaststroke': [{'distance': 50, 'time': '00:34,18'}, {'distance': 100, 'time': '01:15,00'}, {'distance': 200, 'time': '02:43,98'}], 'Butterfly': [{'distance': 50, 'time': '00:29,08'}, {'distance': 100, 'time': '01:04,05'}, {'distance': 200, 'time': '02:23,93'}], 'Backstroke': [{'distance': 50, 'time': '00:31,05'}, {'distance': 100, 'time': '01:06,93'}, {'distance': 200, 'time': '02:25,56'}], 'Medley': [{'distance': 200, 'time': '02:26,34'}, {'distance': 400, 'time': '05:14,10'}]}]"
15,M,7,"[{'Freestyle': [{'distance': 50, 'time': '00:27,55'}, {'distance': 100, 'time': '01:00,29'}, {'distance': 200, 'time': '02:11,66'}, {'distance': 400, 'time': '04:41,43'}, {'distance': 800, 'time': '09:53,84'}, {'distance': 1500, 'time': '18:42,47'}], 'Breaststroke': [{'distance': 50, 'time': '00:34,62'}, {'distance': 100, 'time': '01:15,98'}, {'distance': 200, 'time': '02:46,12'}], 'Butterfly': [{'distance': 50, 'time': '00:29,46'}, {'distance': 100, 'time': '01:04,89'}, {'distance': 200, 'time': '02:25,81'}], 'Backstroke': [{'distance': 50, 'time': '00:31,46'}, {'distance': 100, 'time': '01:07,80'}, {'distance': 200, 'time': '02:27,45'}], 'Medley': [{'distance': 200, 'time': '02:28,25'}, {'distance': 400, 'time': '05:18,20'}]}]"
15,M,6,"[{'Freestyle': [{'distance': 50, 'time': '00:27,91'}, {'distance': 100, 'time': '01:01,07'}, {'distance': 200, 'time': '02:13,35'}, {'distance': 400, 'time': '04:45,05'}, {'distance': 800, 'time': '10:01,48'}, {'distance': 1500, 'time': '18:56,92'}], 'Breaststroke': [{'distance': 50, 'time': '00:35,07'}, {'distance': 100, 'time': '01:16,96'}, {'distance': 200, 'time': '02:48,26'}], 'Butterfly': [{'distance': 50, 'time': '00:29,84'}, {'distance': 100, 'time': '01:05,73'}, {'distance': 200, 'time': '02:27,69'}], 'Backstroke': [{'distance': 50, 'time': '00:31,86'}, {'distance': 100, 'time': '01:08,68'}, {'distance': 200, 'time': '02:29,35'}], 'Medley': [{'distance': 200, 'time': '02:30,15'}, {'distance': 400, 'time': '05:22,29'}]}]"
15,M,5,"[{'Freestyle': [{'distance': 50, 'time': '00:28,26'}, {'distance': 100, 'time': '01:01,84'}, {'distance': 200, 'time': '02:15,05'}, {'distance': 400, 'time': '04:48,68'}, {'distance': 800, 'time': '10:09,13'}, {'distance': 1500, 'time': '19:11,37'}], 'Breaststroke': [{'distance': 50, 'time': '00:35,52'}, {'distance': 100, 'time': '01:17,94'}, {'distance': 200, 'time': '02:50,40'}], 'Butterfly': [{'distance': 50, 'time': '00:30,22'}, {'distance': 100, 'time': '01:06,56'}, {'distance': 200, 'time': '02:29,57'}], 'Backstroke': [{'distance': 50, 'time': '00:32,27'}, {'distance': 100, 'time': '01:09,55'}, {'distance': 200, 'time': '02:31,25'}], 'Medley': [{'distance': 200, 'time': '02:32,06'}, {'distance': 400, 'time': '05:26,39'}]}]"
15,M,4,"[{'Freestyle': [{'distance': 50, 'time': '00:28,62'}, {'distance': 100, 'time': '01:02,62'}, {'distance': 200, 'time': '02:16,74'}, {'distance': 400, 'time': '04:52,30'}, {'distance': 800, 'time': '10:16,77'}, {'distance': 1500, 'time': '19:25,82'}], 'Breaststroke': [{'distance': 50, 'time': '00:35,96'}, {'distance': 100, 'time': '01:18,92'}, {'distance': 200, 'time': '02:52,53'}], 'Butterfly': [{'distance': 50, 'time': '00:30,60'}, {'distance': 100, 'time': '01:07,40'}, {'distance': 200, 'time': '02:31,44'}], 'Backstroke': [{'distance': 50, 'time': '00:32,67'}, {'distance': 100, 'time': '01:10,42'}, {'distance': 200, 'time': '02:33,15'}], 'Medley': [{'distance': 200, 'time': '02:33,97'}, {'distance': 400, 'time': '05:30,49'}]}]"
15,M,3,"[{'Freestyle': [{'distance': 50, 'time': '00:28,97'}, {'distance': 100, 'time': '01:03,39'}, {'distance': 200, 'time': '02:18,44'}, {'distance': 400, 'time': '04:55,92'}, {'distance': 800, 'time': '10:24,42'}, {'distance': 1500, 'time': '19:40,28'}], 'Breaststroke': [{'distance': 50, 'time': '00:36,41'}, {'distance': 100, 'time': '01:19,89'}, {'distance': 200, 'time': '02:54,67'}], 'Butterfly': [{'distance': 50, 'time': '00:30,98'}, {'distance': 100, 'time': '01:08,23'}, {'distance': 200, 'time': '02:33,32'}], 'Backstroke': [{'distance': 50, 'time': '00:33,07'}, {'distance': 100, 'time': '01:11,30'}, {'distance': 200, 'time': '02:35,05'}], 'Medley': [{'distance': 200, 'time': '02:35,88'}, {'distance': 400, 'time': '05:34,58'}]}]"
15,M,2,"[{'Freestyle': [{'distance': 50, 'time': '00:29,33'}, {'distance': 100, 'time': '01:04,17'}, {'distance': 200, 'time': '02:20,13'}, {'distance': 400, 'time': '04:59,55'}, {'distance': 800, 'time': '10:32,07'}, {'distance': 1500, 'time': '19:54,73'}], 'Breaststroke': [{'distance': 50, 'time': '00:36,85'}, {'distance': 100, 'time': '01:20,87'}, {'distance': 200, 'time': '02:56,81'}], 'Butterfly': [{'distance': 50, 'time': '00:31,36'}, {'distance': 100, 'time': '01:09,07'}, {'distance': 200, 'time': '02:35,20'}], 'Backstroke': [{'distance': 50, 'time': '00:33,48'}, {'distance': 100, 'time': '01:12,17'}, {'distance': 200, 'time': '02:36,95'}], 'Medley': [{'distance': 200, 'time': '02:37,79'}, {'distance': 400, 'time': '05:38,68'}]}]"
