age,gender,point,events
8,M,10,"[{'Freestyle': [{'distance': 50, 'time': '00:38,89'}, {'distance': 100, 'time': '01:29,72'}, {'distance': 200, 'time': '03:17,68'}, {'distance': 400, 'time': '07:16,80'}, {'distance': 800, 'time': '15:07,20'}, {'distance': 1500, 'time': '28:50,40'}], 'Breaststroke': [{'distance': 50, 'time': '00:52,17'}, {'distance': 100, 'time': '01:57,19'}, {'distance': 200, 'time': '04:20,96'}], 'Butterfly': [{'distance': 50, 'time': '00:45,51'}, {'distance': 100, 'time': '01:46,40'}, {'distance': 200, 'time': '04:51,20'}], 'Backstroke': [{'distance': 50, 'time': '00:45,73'}, {'distance': 100, 'time': '01:40,87'}, {'distance': 200, 'time': '03:43,40'}], 'Medley': [{'distance': 200, 'time': '03:54,08'}, {'distance': 400, 'time': '08:29,60'}]}]"
8,M,9,"[{'Freestyle': [{'distance': 50, 'time': '00:39,41'}, {'distance': 100, 'time': '01:30,92'}, {'distance': 200, 'time': '03:20,33'}, {'distance': 400, 'time': '07:22,65'}, {'distance': 800, 'time': '15:19,35'}, {'distance': 1500, 'time': '29:13,57'}], 'Breaststroke': [{'distance': 50, 'time': '00:52,87'}, {'distance': 100, 'time': '01:58,76'}, {'distance': 200, 'time': '04:24,45'}], 'Butterfly': [{'distance': 50, 'time': '00:46,12'}, {'distance': 100, 'time': '01:47,82'}, {'distance': 200, 'time': '04:55,10'}], 'Backstroke': [{'distance': 50, 'time': '00:46,34'}, {'distance': 100, 'time': '01:42,22'}, {'distance': 200, 'time': '03:46,39'}], 'Medley': [{'distance': 200, 'time': '03:57,22'}, {'distance': 400, 'time': '08:36,42'}]}]"
8,M,8,"[{'Freestyle': [{'distance': 50, 'time': '00:39,93'}, {'distance': 100, 'time': '01:32,13'}, {'distance': 200, 'time': '03:22,97'}, {'distance': 400, 'time': '07:28,50'}, {'distance': 800, 'time': '15:31,50'}, {'distance': 1500, 'time': '29:36,75'}], 'Breaststroke': [{'distance': 50, 'time': '00:53,57'}, {'distance': 100, 'time': '02:00,32'}, {'distance': 200, 'time': '04:27,95'}], 'Butterfly': [{'distance': 50, 'time': '00:46,72'}, {'distance': 100, 'time': '01:49,25'}, {'distance': 200, 'time': '04:59,00'}], 'Backstroke': [{'distance': 50, 'time': '00:46,95'}, {'distance': 100, 'time': '01:43,57'}, {'distance': 200, 'time': '03:49,38'}], 'Medley': [{'distance': 200, 'time': '04:00,35'}, {'distance': 400, 'time': '08:43,25'}]}]"
8,M,7,"[{'Freestyle': [{'distance': 50, 'time': '00:40,45'}, {'distance': 100, 'time': '01:33,33'}, {'distance': 200, 'time': '03:25,62'}, {'distance': 400, 'time': '07:34,35'}, {'distance': 800, 'time': '15:43,65'}, {'distance': 1500, 'time': '29:59,93'}], 'Breaststroke': [{'distance': 50, 'time': '00:54,27'}, {'distance': 100, 'time': '02:01,89'}, {'distance': 200, 'time': '04:31,45'}], 'Butterfly': [{'distance': 50, 'time': '00:47,33'}, {'distance': 100, 'time': '01:50,68'}, {'distance': 200, 'time': '05:02,90'}], 'Backstroke': [{'distance': 50, 'time': '00:47,57'}, {'distance': 100, 'time': '01:44,92'}, {'distance': 200, 'time': '03:52,37'}], 'Medley': [{'distance': 200, 'time': '04:03,49'}, {'distance': 400, 'time': '08:50,08'}]}]"
8,M,6,"[{'Freestyle': [{'distance': 50, 'time': '00:40,97'}, {'distance': 100, 'time': '01:34,53'}, {'distance': 200, 'time': '03:28,27'}, {'distance': 400, 'time': '07:40,20'}, {'distance': 800, 'time': '15:55,80'}, {'distance': 1500, 'time': '30:23,10'}], 'Breaststroke': [{'distance': 50, 'time': '00:54,96'}, {'distance': 100, 'time': '02:03,46'}, {'distance': 200, 'time': '04:34,94'}], 'Butterfly': [{'distance': 50, 'time': '00:47,94'}, {'distance': 100, 'time': '01:52,10'}, {'distance': 200, 'time': '05:06,80'}], 'Backstroke': [{'distance': 50, 'time': '00:48,18'}, {'distance': 100, 'time': '01:46,27'}, {'distance': 200, 'time': '03:55,36'}], 'Medley': [{'distance': 200, 'time': '04:06,62'}, {'distance': 400, 'time': '08:56,90'}]}]"
8,M,5,"[{'Freestyle': [{'distance': 50, 'time': '00:41,49'}, {'distance': 100, 'time': '01:35,73'}, {'distance': 200, 'time': '03:30,92'}, {'distance': 400, 'time': '07:46,05'}, {'distance': 800, 'time': '16:07,95'}, {'distance': 1500, 'time': '30:46,28'}], 'Breaststroke': [{'distance': 50, 'time': '00:55,66'}, {'distance': 100, 'time': '02:05,03'}, {'distance': 200, 'time': '04:38,44'}], 'Butterfly': [{'distance': 50, 'time': '00:48,55'}, {'distance': 100, 'time': '01:53,53'}, {'distance': 200, 'time': '05:10,70'}], 'Backstroke': [{'distance': 50, 'time': '00:48,79'}, {'distance': 100, 'time': '01:47,62'}, {'distance': 200, 'time': '03:58,35'}], 'Medley': [{'distance': 200, 'time': '04:09,76'}, {'distance': 400, 'time': '09:03,73'}]}]"
8,M,4,"[{'Freestyle': [{'distance': 50, 'time': '00:42,01'}, {'distance': 100, 'time': '01:36,93'}, {'distance': 200, 'time': '03:33,56'}, {'distance': 400, 'time': '07:51,90'}, {'distance': 800, 'time': '16:20,10'}, {'distance': 1500, 'time': '31:09,45'}], 'Breaststroke': [{'distance': 50, 'time': '00:56,36'}, {'distance': 100, 'time': '02:06,60'}, {'distance': 200, 'time': '04:41,93'}], 'Butterfly': [{'distance': 50, 'time': '00:49,16'}, {'distance': 100, 'time': '01:54,95'}, {'distance': 200, 'time': '05:14,60'}], 'Backstroke': [{'distance': 50, 'time': '00:49,40'}, {'distance': 100, 'time': '01:48,97'}, {'distance': 200, 'time': '04:01,35'}], 'Medley': [{'distance': 200, 'time': '04:12,89'}, {'distance': 400, 'time': '09:10,55'}]}]"
8,M,3,"[{'Freestyle': [{'distance': 50, 'time': '00:42,53'}, {'distance': 100, 'time': '01:38,13'}, {'distance': 200, 'time': '03:36,21'}, {'distance': 400, 'time': '07:57,75'}, {'distance': 800, 'time': '16:32,25'}, {'distance': 1500, 'time': '31:32,63'}], 'Breaststroke': [{'distance': 50, 'time': '00:57,06'}, {'distance': 100, 'time': '02:08,17'}, {'distance': 200, 'time': '04:45,43'}], 'Butterfly': [{'distance': 50, 'time': '00:49,77'}, {'distance': 100, 'time': '01:56,38'}, {'distance': 200, 'time': '05:18,50'}], 'Backstroke': [{'distance': 50, 'time': '00:50,02'}, {'distance': 100, 'time': '01:50,32'}, {'distance': 200, 'time': '04:04,34'}], 'Medley': [{'distance': 200, 'time': '04:16,03'}, {'distance': 400, 'time': '09:17,38'}]}]"
8,M,2,"[{'Freestyle': [{'distance': 50, 'time': '00:43,05'}, {'distance': 100, 'time': '01:39,34'}, {'distance': 200, 'time': '03:38,86'}, {'distance': 400, 'time': '08:03,60'}, {'distance': 800, 'time': '16:44,40'}, {'distance': 1500, 'time': '31:55,80'}], 'Breaststroke': [{'distance': 50, 'time': '00:57,76'}, {'distance': 100, 'time': '02:09,74'}, {'distance': 200, 'time': '04:48,92'}], 'Butterfly': [{'distance': 50, 'time': '00:50,38'}, {'distance': 100, 'time': '01:57,80'}, {'distance': 200, 'time': '05:22,40'}], 'Backstroke': [{'distance': 50, 'time': '00:50,63'}, {'distance': 100, 'time': '01:51,67'}, {'distance': 200, 'time': '04:07,33'}], 'Medley': [{'distance': 200, 'time': '04:19,16'}, {'distance': 400, 'time': '09:24,20'}]}]"
8,M,1,"[{'Freestyle': [{'distance': 50, 'time': '00:43,57'}, {'distance': 100, 'time': '01:40,54'}, {'distance': 200, 'time': '03:41,51'}, {'distance': 400, 'time': '08:09,45'}, {'distance': 800, 'time': '16:56,55'}, {'distance': 1500, 'time': '32:18,97'}], 'Breaststroke': [{'distance': 50, 'time': '00:58,46'}, {'distance': 100, 'time': '02:11,31'}, {'distance': 200, 'time': '04:52,42'}], 'Butterfly': [{'distance': 50, 'time': '00:50,99'}, {'distance': 100, 'time': '01:59,23'}, {'distance': 200, 'time': '05:26,30'}], 'Backstroke': [{'distance': 50, 'time': '00:51,24'}, {'distance': 100, 'time': '01:53,03'}, {'distance': 200, 'time': '04:10,32'}], 'Medley': [{'distance': 200, 'time': '04:22,29'}, {'distance': 400, 'time': '09:31,02'}]}]"
9,M,20,"[{'Freestyle': [{'distance': 50, 'time': '00:31,49'}, {'distance': 100, 'time': '01:10,51'}, {'distance': 200, 'time': '02:34,95'}, {'distance': 400, 'time': '05:32,69'}, {'distance': 800, 'time': '11:38,40'}, {'distance': 1500, 'time': '22:08,90'}], 'Breaststroke': [{'distance': 50, 'time': '00:50,83'}, {'distance': 100, 'time': '01:31,66'}, {'distance': 200, 'time': '03:19,92'}], 'Butterfly': [{'distance': 50, 'time': '00:35,51'}, {'distance': 100, 'time': '01:21,48'}, {'distance': 200, 'time': '03:29,52'}], 'Backstroke': [{'distance': 50, 'time': '00:36,86'}, {'distance': 100, 'time': '01:21,22'}, {'distance': 200, 'time': '02:52,50'}], 'Medley': [{'distance': 200, 'time': '02:55,26'}, {'distance': 400, 'time': '06:28,00'}]}]"
9,M,19,"[{'Freestyle': [{'distance': 50, 'time': '00:31,97'}, {'distance': 100, 'time': '01:11,60'}, {'distance': 200, 'time': '02:37,34'}, {'distance': 400, 'time': '05:37,84'}, {'distance': 800, 'time': '11:49,20'}, {'distance': 1500, 'time': '22:29,45'}], 'Breaststroke': [{'distance': 50, 'time': '00:51,61'}, {'distance': 100, 'time': '01:33,07'}, {'distance': 200, 'time': '03:23,01'}], 'Butterfly': [{'distance': 50, 'time': '00:36,06'}, {'distance': 100, 'time': '01:22,74'}, {'distance': 200, 'time': '03:32,76'}], 'Backstroke': [{'distance': 50, 'time': '00:37,43'}, {'distance': 100, 'time': '01:22,47'}, {'distance': 200, 'time': '02:55,16'}], 'Medley': [{'distance': 200, 'time': '02:57,97'}, {'distance': 400, 'time': '06:34,00'}]}]"
9,M,18,"[{'Freestyle': [{'distance': 50, 'time': '00:32,46'}, {'distance': 100, 'time': '01:12,69'}, {'distance': 200, 'time': '02:39,74'}, {'distance': 400, 'time': '05:42,98'}, {'distance': 800, 'time': '12:00,00'}, {'distance': 1500, 'time': '22:50,00'}], 'Breaststroke': [{'distance': 50, 'time': '00:52,40'}, {'distance': 100, 'time': '01:34,49'}, {'distance': 200, 'time': '03:26,10'}], 'Butterfly': [{'distance': 50, 'time': '00:36,61'}, {'distance': 100, 'time': '01:24,00'}, {'distance': 200, 'time': '03:36,00'}], 'Backstroke': [{'distance': 50, 'time': '00:38,00'}, {'distance': 100, 'time': '01:23,73'}, {'distance': 200, 'time': '02:57,83'}], 'Medley': [{'distance': 200, 'time': '03:00,68'}, {'distance': 400, 'time': '06:40,00'}]}]"
9,M,17,"[{'Freestyle': [{'distance': 50, 'time': '00:32,95'}, {'distance': 100, 'time': '01:13,78'}, {'distance': 200, 'time': '02:42,14'}, {'distance': 400, 'time': '05:48,12'}, {'distance': 800, 'time': '12:10,80'}, {'distance': 1500, 'time': '23:10,55'}], 'Breaststroke': [{'distance': 50, 'time': '00:53,19'}, {'distance': 100, 'time': '01:35,91'}, {'distance': 200, 'time': '03:29,19'}], 'Butterfly': [{'distance': 50, 'time': '00:37,16'}, {'distance': 100, 'time': '01:25,26'}, {'distance': 200, 'time': '03:39,24'}], 'Backstroke': [{'distance': 50, 'time': '00:38,57'}, {'distance': 100, 'time': '01:24,99'}, {'distance': 200, 'time': '03:00,50'}], 'Medley': [{'distance': 200, 'time': '03:03,39'}, {'distance': 400, 'time': '06:46,00'}]}]"
9,M,16,"[{'Freestyle': [{'distance': 50, 'time': '00:33,43'}, {'distance': 100, 'time': '01:14,87'}, {'distance': 200, 'time': '02:44,53'}, {'distance': 400, 'time': '05:53,27'}, {'distance': 800, 'time': '12:21,60'}, {'distance': 1500, 'time': '23:31,10'}], 'Breaststroke': [{'distance': 50, 'time': '00:53,97'}, {'distance': 100, 'time': '01:37,32'}, {'distance': 200, 'time': '03:32,28'}], 'Butterfly': [{'distance': 50, 'time': '00:37,71'}, {'distance': 100, 'time': '01:26,52'}, {'distance': 200, 'time': '03:42,48'}], 'Backstroke': [{'distance': 50, 'time': '00:39,14'}, {'distance': 100, 'time': '01:26,24'}, {'distance': 200, 'time': '03:03,16'}], 'Medley': [{'distance': 200, 'time': '03:06,10'}, {'distance': 400, 'time': '06:52,00'}]}]"
9,M,15,"[{'Freestyle': [{'distance': 50, 'time': '00:33,92'}, {'distance': 100, 'time': '01:15,96'}, {'distance': 200, 'time': '02:46,93'}, {'distance': 400, 'time': '05:58,41'}, {'distance': 800, 'time': '12:32,40'}, {'distance': 1500, 'time': '23:51,65'}], 'Breaststroke': [{'distance': 50, 'time': '00:54,76'}, {'distance': 100, 'time': '01:38,74'}, {'distance': 200, 'time': '03:35,37'}], 'Butterfly': [{'distance': 50, 'time': '00:38,26'}, {'distance': 100, 'time': '01:27,78'}, {'distance': 200, 'time': '03:45,72'}], 'Backstroke': [{'distance': 50, 'time': '00:39,71'}, {'distance': 100, 'time': '01:27,50'}, {'distance': 200, 'time': '03:05,83'}], 'Medley': [{'distance': 200, 'time': '03:08,81'}, {'distance': 400, 'time': '06:58,00'}]}]"
9,M,14,"[{'Freestyle': [{'distance': 50, 'time': '00:34,41'}, {'distance': 100, 'time': '01:17,05'}, {'distance': 200, 'time': '02:49,32'}, {'distance': 400, 'time': '06:03,56'}, {'distance': 800, 'time': '12:43,20'}, {'distance': 1500, 'time': '24:12,20'}], 'Breaststroke': [{'distance': 50, 'time': '00:55,54'}, {'distance': 100, 'time': '01:40,16'}, {'distance': 200, 'time': '03:38,47'}], 'Butterfly': [{'distance': 50, 'time': '00:38,81'}, {'distance': 100, 'time': '01:29,04'}, {'distance': 200, 'time': '03:48,96'}], 'Backstroke': [{'distance': 50, 'time': '00:40,28'}, {'distance': 100, 'time': '01:28,75'}, {'distance': 200, 'time': '03:08,50'}], 'Medley': [{'distance': 200, 'time': '03:11,52'}, {'distance': 400, 'time': '07:04,00'}]}]"
9,M,13,"[{'Freestyle': [{'distance': 50, 'time': '00:34,89'}, {'distance': 100, 'time': '01:18,14'}, {'distance': 200, 'time': '02:51,72'}, {'distance': 400, 'time': '06:08,70'}, {'distance': 800, 'time': '12:54,00'}, {'distance': 1500, 'time': '24:32,75'}], 'Breaststroke': [{'distance': 50, 'time': '00:56,33'}, {'distance': 100, 'time': '01:41,58'}, {'distance': 200, 'time': '03:41,56'}], 'Butterfly': [{'distance': 50, 'time': '00:39,36'}, {'distance': 100, 'time': '01:30,30'}, {'distance': 200, 'time': '03:52,20'}], 'Backstroke': [{'distance': 50, 'time': '00:40,85'}, {'distance': 100, 'time': '01:30,01'}, {'distance': 200, 'time': '03:11,17'}], 'Medley': [{'distance': 200, 'time': '03:14,23'}, {'distance': 400, 'time': '07:10,00'}]}]"
9,M,12,"[{'Freestyle': [{'distance': 50, 'time': '00:35,38'}, {'distance': 100, 'time': '01:19,23'}, {'distance': 200, 'time': '02:54,12'}, {'distance': 400, 'time': '06:13,85'}, {'distance': 800, 'time': '13:04,80'}, {'distance': 1500, 'time': '24:53,30'}], 'Breaststroke': [{'distance': 50, 'time': '00:57,12'}, {'distance': 100, 'time': '01:42,99'}, {'distance': 200, 'time': '03:44,65'}], 'Butterfly': [{'distance': 50, 'time': '00:39,90'}, {'distance': 100, 'time': '01:31,56'}, {'distance': 200, 'time': '03:55,44'}], 'Backstroke': [{'distance': 50, 'time': '00:41,42'}, {'distance': 100, 'time': '01:31,27'}, {'distance': 200, 'time': '03:13,83'}], 'Medley': [{'distance': 200, 'time': '03:16,94'}, {'distance': 400, 'time': '07:16,00'}]}]"
9,M,11,"[{'Freestyle': [{'distance': 50, 'time': '00:35,87'}, {'distance': 100, 'time': '01:20,32'}, {'distance': 200, 'time': '02:56,51'}, {'distance': 400, 'time': '06:18,99'}, {'distance': 800, 'time': '13:15,60'}, {'distance': 1500, 'time': '25:13,85'}], 'Breaststroke': [{'distance': 50, 'time': '00:57,90'}, {'distance': 100, 'time': '01:44,41'}, {'distance': 200, 'time': '03:47,74'}], 'Butterfly': [{'distance': 50, 'time': '00:40,45'}, {'distance': 100, 'time': '01:32,82'}, {'distance': 200, 'time': '03:58,68'}], 'Backstroke': [{'distance': 50, 'time': '00:41,99'}, {'distance': 100, 'time': '01:32,52'}, {'distance': 200, 'time': '03:16,50'}], 'Medley': [{'distance': 200, 'time': '03:19,65'}, {'distance': 400, 'time': '07:22,00'}]}]"
9,M,10,"[{'Freestyle': [{'distance': 50, 'time': '00:36,36'}, {'distance': 100, 'time': '01:21,41'}, {'distance': 200, 'time': '02:58,91'}, {'distance': 400, 'time': '06:24,14'}, {'distance': 800, 'time': '13:26,40'}, {'distance': 1500, 'time': '25:34,40'}], 'Breaststroke': [{'distance': 50, 'time': '00:58,69'}, {'distance': 100, 'time': '01:45,83'}, {'distance': 200, 'time': '03:50,83'}], 'Butterfly': [{'distance': 50, 'time': '00:41,00'}, {'distance': 100, 'time': '01:34,08'}, {'distance': 200, 'time': '04:01,92'}], 'Backstroke': [{'distance': 50, 'time': '00:42,56'}, {'distance': 100, 'time': '01:33,78'}, {'distance': 200, 'time': '03:19,17'}], 'Medley': [{'distance': 200, 'time': '03:22,36'}, {'distance': 400, 'time': '07:28,00'}]}]"
9,M,9,"[{'Freestyle': [{'distance': 50, 'time': '00:36,84'}, {'distance': 100, 'time': '01:22,50'}, {'distance': 200, 'time': '03:01,30'}, {'distance': 400, 'time': '06:29,28'}, {'distance': 800, 'time': '13:37,20'}, {'distance': 1500, 'time': '25:54,95'}], 'Breaststroke': [{'distance': 50, 'time': '00:59,47'}, {'distance': 100, 'time': '01:47,25'}, {'distance': 200, 'time': '03:53,92'}], 'Butterfly': [{'distance': 50, 'time': '00:41,55'}, {'distance': 100, 'time': '01:35,34'}, {'distance': 200, 'time': '04:05,16'}], 'Backstroke': [{'distance': 50, 'time': '00:43,13'}, {'distance': 100, 'time': '01:35,03'}, {'distance': 200, 'time': '03:21,84'}], 'Medley': [{'distance': 200, 'time': '03:25,07'}, {'distance': 400, 'time': '07:34,00'}]}]"
9,M,8,"[{'Freestyle': [{'distance': 50, 'time': '00:37,33'}, {'distance': 100, 'time': '01:23,59'}, {'distance': 200, 'time': '03:03,70'}, {'distance': 400, 'time': '06:34,43'}, {'distance': 800, 'time': '13:48,00'}, {'distance': 1500, 'time': '26:15,50'}], 'Breaststroke': [{'distance': 50, 'time': '01:00,26'}, {'distance': 100, 'time': '01:48,66'}, {'distance': 200, 'time': '03:57,01'}], 'Butterfly': [{'distance': 50, 'time': '00:42,10'}, {'distance': 100, 'time': '01:36,60'}, {'distance': 200, 'time': '04:08,40'}], 'Backstroke': [{'distance': 50, 'time': '00:43,70'}, {'distance': 100, 'time': '01:36,29'}, {'distance': 200, 'time': '03:24,50'}], 'Medley': [{'distance': 200, 'time': '03:27,78'}, {'distance': 400, 'time': '07:40,00'}]}]"
